depth_m,age_ka,d18O,dD
1968.56,178.203,-55.68,
1968.67,178.228,-55.64,
1968.78,178.252,-55.43,
1968.89,178.277,-54.94,
1969,178.301,-55.78,
1969.11,178.325,-55.32,
1969.22,178.35,-55.28,
1969.33,178.374,-55.31,
1969.44,178.399,-56.2,
1969.55,178.423,-55.99,
1969.66,178.447,-55.45,
1969.77,178.472,-56.03,
1969.88,178.496,-55.68,
1969.99,178.521,-55.86,
1970.1,178.545,-57.02,
1970.21,178.572,-56.13,
1970.32,178.598,-56.18,
1970.43,178.625,-56.62,
1970.54,178.651,-56.49,
1970.65,178.678,-56.28,
1970.76,178.705,-56.2,
1970.87,178.732,-56.88,
1970.98,178.758,-56.43,
1971.09,178.785,-56.16,
1971.2,178.812,-56.32,
1971.31,178.839,-55.76,
1971.42,178.866,-55.53,
1971.53,178.892,-55.49,
1971.64,178.919,-55.84,
1971.75,178.946,-56.52,
1971.86,178.972,-55.87,
1971.97,178.997,-56.03,
1972.08,179.023,-55.69,
1972.19,179.048,-55.82,
1972.3,179.074,-56.46,
1972.41,179.1,-56.12,
1972.52,179.125,-55.57,
1972.63,179.151,-55.91,
1972.74,179.176,-56.15,
1972.85,179.202,-56.12,
1972.96,179.228,-55.58,
1973.07,179.254,-56.3,
1973.18,179.279,-56.81,
1973.29,179.305,-56.23,
1973.4,179.331,-55.78,
1973.51,179.356,-55.86,
1973.62,179.38,-56.37,
1973.73,179.405,-56.36,
1973.84,179.429,-54.68,
1973.95,179.454,-55.06,
1974.06,179.479,-54.95,
1974.17,179.503,-55.85,
1974.28,179.528,-56.33,
1974.39,179.552,-53.55,
1974.5,179.577,-55.8,
1974.61,179.602,-55.14,
1974.72,179.626,-54.71,
1974.83,179.651,-56.02,
1974.94,179.675,-56.15,
1975.05,179.7,-55.5,
1975.16,179.722,-54.95,
1975.27,179.744,-54.65,
1975.38,179.767,-55.27,
1975.49,179.789,-54.94,
1975.6,179.811,-54.02,
1975.71,179.833,-54.49,
1975.82,179.855,-55.24,
1975.93,179.878,-55.07,
1976.04,179.9,-54.81,
1976.15,179.922,-54.73,
1976.26,179.944,-53.34,
1976.37,179.966,-54.17,
1976.48,179.989,-53.66,
1976.59,180.011,-54.31,
1976.7,180.033,-53.42,
1976.81,180.054,-54.02,
1976.92,180.074,-54.48,
1977.03,180.095,-54.04,
1977.14,180.115,-54.4,
1977.25,180.136,-53.48,
1977.36,180.156,-55.01,
1977.47,180.177,-54.57,
1977.58,180.197,-55.17,
1977.69,180.218,-54.58,
1977.8,180.238,-55.19,
1977.91,180.258,-54.47,
1978.02,180.279,-54.75,
1978.13,180.299,-54.38,
1978.24,180.32,-54.61,
1978.35,180.34,-54.36,
1978.46,180.361,-54.81,
1978.57,180.383,-53.83,
1978.68,180.404,-54.4,
1978.79,180.426,-55.15,
1978.9,180.447,-55.03,
1979.01,180.468,-55.85,
1979.12,180.49,-54.84,
1979.23,180.511,-55.54,
1979.34,180.533,-55.67,
1979.45,180.554,-55.33,
1979.56,180.575,-53.7,
1979.67,180.596,-54.03,
1979.78,180.618,-54.23,
1979.89,180.639,-54.66,
1980,180.66,-53.96,
1980.11,180.679,-54.39,
1980.22,180.698,-53.98,
1980.33,180.718,-53.3,
1980.44,180.737,-53.78,
1980.55,180.756,-52.9,
1980.66,180.775,-52.86,
1980.77,180.794,-53.52,
1980.88,180.814,-54.45,
1980.99,180.833,-53.49,
1981.1,180.852,-54.26,
1981.21,180.871,-53.82,
1981.32,180.89,-53.45,
1981.43,180.909,-54.42,
1981.54,180.928,-54.16,
1981.65,180.947,-53.67,
1981.76,180.967,-53.7,
1981.87,180.987,-54.22,
1981.98,181.006,-54.72,
1982.09,181.026,-53.5,
1982.2,181.046,-53.73,
1982.31,181.066,-54.25,
1982.42,181.086,-54.24,
1982.53,181.105,-53.84,
1982.64,181.125,-53.51,
1982.75,181.145,-54.67,
1982.86,181.165,-55.09,
1982.97,181.185,-53.87,
1983.08,181.204,-54.41,
1983.19,181.224,-54.34,
1983.3,181.244,-53.82,
1983.41,181.264,-54.89,
1983.52,181.285,-54.58,
1983.63,181.305,-55.16,
1983.74,181.326,-54.44,
1983.85,181.346,-54.11,
1983.96,181.366,-53.7,
1984.07,181.386,-53.49,
1984.18,181.407,-54.87,
1984.29,181.427,-53.89,
1984.4,181.447,-53.19,
1984.51,181.467,-54.02,
1984.62,181.488,-54.86,
1984.73,181.508,-55.7,
1984.84,181.529,-54.57,
1984.95,181.549,-54.1,
1985.06,181.57,-55.15,
1985.17,181.591,-55.38,
1985.28,181.612,-53.31,
1985.39,181.633,-54.77,
1985.5,181.654,-54.41,
1985.61,181.675,-54.56,
1985.72,181.696,-54.68,
1985.83,181.718,-54.96,
1985.94,181.739,-54.71,
1986.05,181.76,-54.34,
1986.16,181.781,-54.63,
1986.27,181.802,-54.8,
1986.38,181.824,-54.62,
1986.49,181.845,-55.28,
1986.6,181.866,-55.36,
1986.71,181.889,-54.96,
1986.82,181.912,-55.12,
1986.93,181.935,-55.54,
1987.04,181.958,-55.72,
1987.15,181.981,-55.65,
1987.26,182.004,-55.19,
1987.37,182.027,-55.91,
1987.48,182.05,-56.67,
1987.59,182.073,-55.67,
1987.7,182.096,-56.6,
1987.81,182.119,-56.27,
1987.92,182.142,-55.93,
1988.03,182.165,-55.44,
1988.14,182.188,-55.5,
1988.25,182.211,-56.36,
1988.36,182.235,-56.37,
1988.47,182.259,-56.71,
1988.58,182.284,-55.92,
1988.69,182.308,-55.63,
1988.8,182.332,-56.08,
1988.91,182.356,-56.49,
1989.02,182.38,-56.59,
1989.13,182.404,-56.18,
1989.24,182.428,-55.29,
1989.35,182.452,-55.08,
1989.46,182.476,-55,
1989.57,182.5,-56.32,
1989.68,182.525,-56.43,
1989.79,182.549,-56.27,
1989.9,182.573,-55.01,
1990.01,182.596,-54.93,
1990.12,182.619,-54.89,
1990.23,182.641,-56.21,
1990.34,182.664,-54.85,
1990.45,182.687,-54.29,
1990.56,182.71,-57.02,
1990.67,182.733,-55.95,
1990.78,182.755,-55.46,
1990.89,182.778,-56,
1991,182.801,-56.18,
1991.11,182.824,-56.47,
1991.22,182.847,-55.4,
1991.33,182.869,-56.19,
1991.44,182.892,-56.54,
1991.55,182.915,-53.95,
1991.66,182.938,-54.93,
1991.77,182.961,-55.2,
1991.88,182.984,-55.01,
1991.99,183.007,-55.26,
1992.1,183.03,-55.82,
1992.21,183.053,-55.5,
1992.32,183.076,-56.26,
1992.43,183.099,-55.67,
1992.54,183.122,-55.53,
1992.65,183.145,-55.52,
1992.76,183.168,-55.64,
1992.87,183.191,-55.83,
1992.98,183.214,-55.95,
1993.09,183.237,-56.13,
1993.2,183.26,-56.15,
1993.31,183.284,-56.6,
1993.42,183.308,-56.42,
1993.53,183.333,-56.03,
1993.64,183.357,-56.22,
1993.75,183.381,-55.92,
1993.86,183.405,-56.29,
1993.97,183.429,-56.37,
1994.08,183.454,-56.99,
1994.19,183.478,-56.13,
1994.3,183.502,-55.62,
1994.41,183.526,-55.17,
1994.52,183.55,-55.36,
1994.63,183.575,-55.87,
1994.74,183.599,-55.33,
1994.85,183.623,-55.4,
1994.96,183.647,-56.02,
1995.07,183.67,-56.33,
1995.18,183.694,-56.04,
1995.29,183.717,-55.01,
1995.4,183.741,-56.37,
1995.51,183.765,-54.71,
1995.62,183.788,-56.08,
1995.73,183.812,-55.06,
1995.84,183.835,-55.44,
1995.95,183.859,-56.81,
1996.06,183.883,-56.29,
1996.17,183.906,-55.35,
1996.28,183.93,-56.92,
1996.39,183.953,-57.38,
1996.5,183.977,-55.68,
1996.61,184,-56.26,
1996.72,184.024,-55.9,
1996.83,184.047,-56.53,
1996.94,184.071,-55.53,
1997.05,184.094,-55.64,
1997.16,184.118,-56.12,
1997.27,184.141,-55.85,
1997.38,184.165,-54.7,
1997.49,184.188,-55.63,
1997.6,184.212,-56.23,
1997.71,184.236,-56.66,
1997.82,184.259,-55.51,
1997.93,184.283,-56.54,
1998.04,184.306,-57.2,
1998.15,184.33,-56.3,
1998.26,184.354,-56.42,
1998.37,184.378,-56.03,
1998.48,184.403,-57.03,
1998.59,184.427,-56.49,
1998.7,184.451,-55.84,
1998.81,184.475,-56.45,
1998.92,184.499,-55.53,
1999.03,184.524,-55.01,
1999.14,184.548,-55.84,
1999.25,184.572,-56.64,
1999.36,184.596,-56.76,
1999.47,184.62,-56.12,
1999.58,184.645,-56.99,
1999.69,184.669,-56.51,
1999.8,184.693,-56.16,
1999.91,184.718,-56.22,
2000.02,184.743,-56.66,
2000.13,184.767,-56.73,
2000.24,184.792,-55.93,
2000.35,184.817,-55.35,
2000.46,184.842,-54.95,
2000.57,184.867,-54.94,
2000.68,184.891,-56.12,
2000.79,184.916,-55.9,
2000.9,184.941,-55.79,
2001.01,184.966,-55.61,
2001.12,184.991,-55.75,
2001.23,185.015,-56.53,
2001.34,185.04,-56.04,
2001.45,185.065,-55.14,
2001.56,185.089,-55.61,
2001.67,185.112,-55.98,
2001.78,185.136,-56.08,
2001.89,185.159,-55,
2002,185.183,-56.38,
2002.11,185.207,-55.66,
2002.22,185.231,-55.71,
2002.33,185.254,-55.87,
2002.44,185.278,-56.43,
2002.55,185.302,-56.16,
2002.66,185.326,-55.6,
2002.77,185.35,-56.15,
2002.88,185.373,-55.35,
2002.99,185.397,-56.38,
2003.1,185.421,-56.04,
2003.21,185.445,-56.23,
2003.32,185.469,-56.04,
2003.43,185.494,-55.92,
2003.54,185.518,-55.87,
2003.65,185.542,-55.82,
2003.76,185.566,-56.12,
2003.87,185.59,-56,
2003.98,185.615,-56.41,
2004.09,185.639,-55.23,
2004.2,185.663,-55.88,
2004.31,185.687,-56.21,
2004.42,185.711,-56.13,
2004.53,185.736,-57.03,
2004.64,185.76,-56.71,
2004.75,185.784,-55.56,
2004.86,185.809,-55.17,
2004.97,185.833,-55.71,
2005.08,185.858,-56.3,
2005.19,185.882,-55.94,
2005.3,185.907,-55.03,
2005.41,185.932,-55.73,
2005.52,185.956,-55.99,
2005.63,185.981,-57.21,
2005.74,186.005,-56.63,
2005.85,186.03,-56.72,
2005.96,186.054,-56.7,
2006.07,186.079,-56.63,
2006.18,186.103,-56.59,
2006.29,186.128,-56.45,
2006.4,186.152,-56.42,
2006.51,186.177,-56.42,
2006.62,186.202,-56.26,
2006.73,186.228,-55.98,
2006.84,186.253,-56.5,
2006.95,186.278,-55.47,
2007.06,186.303,-55.41,
2007.17,186.328,-55.53,
2007.28,186.353,-55.85,
2007.39,186.378,-56.81,
2007.5,186.403,-55.6,
2007.61,186.428,-55.28,
2007.72,186.453,-56.28,
2007.83,186.478,-56,
2007.94,186.503,-55.91,
2008.05,186.528,-56.72,
2008.16,186.553,-56.26,
2008.27,186.578,-56.04,
2008.38,186.602,-55.65,
2008.49,186.627,-56,
2008.6,186.652,-55.61,
2008.71,186.677,-57.51,
2008.82,186.702,-56.4,
2008.93,186.726,-56.36,
2009.04,186.751,-56.24,
2009.15,186.776,-56.14,
2009.26,186.801,-56.49,
2009.37,186.826,-56.53,
2009.48,186.85,-56.01,
2009.59,186.875,-56.29,
2009.7,186.9,-56.66,
2009.81,186.925,-56.24,
2009.92,186.951,-56.48,
2010.03,186.976,-55.51,
2010.14,187.002,-56.04,
2010.25,187.027,-55.92,
2010.36,187.052,-56.25,
2010.47,187.078,-56.64,
2010.58,187.103,-56.57,
2010.69,187.129,-56.25,
2010.8,187.154,-56.39,
2010.91,187.179,-56.49,
2011.02,187.205,-55.96,
2011.13,187.23,-54.17,
2011.24,187.256,-56.52,
2011.35,187.281,-57.29,
2011.46,187.305,-56.52,
2011.57,187.329,-55.13,
2011.68,187.354,-55.85,
2011.79,187.378,-56.58,
2011.9,187.402,-56.15,
2012.01,187.426,-55.11,
2012.12,187.451,-56.08,
2012.23,187.475,-55.15,
2012.34,187.5,-55.18,
2012.45,187.524,-55.82,
2012.56,187.548,-55.27,
2012.67,187.572,-54.76,
2012.78,187.597,-54.84,
2012.89,187.621,-55.65,
2013,187.645,-56.85,
2013.11,187.669,-56.42,
2013.22,187.693,-56.92,
2013.33,187.717,-56.42,
2013.44,187.741,-55.4,
2013.55,187.765,-55.78,
2013.66,187.789,-56.57,
2013.77,187.813,-56.25,
2013.88,187.838,-55.69,
2013.99,187.862,-55.89,
2014.1,187.886,-56.28,
2014.21,187.91,-55.58,
2014.32,187.934,-54.41,
2014.43,187.958,-56.03,
2014.54,187.982,-56.63,
2014.65,188.006,-56.59,
2014.76,188.03,-56.18,
2014.87,188.055,-56.16,
2014.98,188.079,-55.26,
2015.09,188.104,-56.11,
2015.2,188.128,-56.28,
2015.31,188.152,-56.45,
2015.42,188.176,-56.05,
2015.53,188.201,-55.57,
2015.64,188.225,-56.14,
2015.75,188.249,-54.21,
2015.86,188.273,-55.56,
2015.97,188.297,-55.39,
2016.08,188.322,-55.93,
2016.19,188.346,-55.8,
2016.3,188.37,-56.19,
2016.41,188.394,-56.14,
2016.52,188.417,-55.17,
2016.63,188.441,-55.43,
2016.74,188.464,-55.86,
2016.85,188.488,-55.3,
2016.96,188.511,-55.92,
2017.07,188.535,-55.51,
2017.18,188.558,-55.78,
2017.29,188.582,-55.19,
2017.4,188.605,-54.97,
2017.51,188.628,-56.05,
2017.62,188.652,-54.48,
2017.73,188.675,-55.6,
2017.84,188.699,-54.91,
2017.95,188.722,-55.51,
2018.06,188.744,-55.27,
2018.17,188.765,-54.71,
2018.28,188.787,-55.31,
2018.39,188.808,-55.49,
2018.5,188.83,-54.89,
2018.61,188.852,-54.58,
2018.72,188.874,-55.43,
2018.83,188.895,-54.42,
2018.94,188.917,-53.57,
2019.05,188.939,-55.16,
2019.16,188.961,-54.61,
2019.27,188.982,-55.59,
2019.38,189.004,-55.4,
2019.49,189.025,-54.83,
2019.6,189.047,-55.22,
2019.71,189.069,-54.91,
2019.82,189.091,-54.54,
2019.93,189.112,-54.63,
2020.04,189.134,-54.89,
2020.15,189.156,-54.73,
2020.26,189.178,-53.85,
2020.37,189.2,-54.83,
2020.48,189.221,-54.68,
2020.59,189.243,-55.04,
2020.7,189.265,-55.45,
2020.81,189.287,-54.73,
2020.92,189.309,-55.09,
2021.03,189.33,-54.47,
2021.14,189.352,-54.33,
2021.25,189.374,-54.51,
2021.36,189.394,-53.79,
2021.47,189.414,-55.15,
2021.58,189.435,-54.08,
2021.69,189.455,-52.66,
2021.8,189.475,-53.33,
2021.91,189.495,-53.59,
2022.02,189.516,-54.04,
2022.13,189.536,-54.42,
2022.24,189.557,-53.4,
2022.35,189.577,-54.08,
2022.46,189.597,-54.25,
2022.57,189.617,-54.93,
2022.68,189.638,-53.88,
2022.79,189.658,-52.99,
2022.9,189.678,-54.23,
2023.01,189.697,-53.8,
2023.12,189.716,-54.14,
2023.23,189.736,-53.75,
2023.34,189.755,-52.91,
2023.45,189.774,-53.33,
2023.56,189.793,-53.03,
2023.67,189.813,-53.09,
2023.78,189.832,-53.94,
2023.89,189.852,-53.43,
2024,189.871,-53.13,
2024.11,189.89,-52.8,
2024.22,189.909,-53.35,
2024.33,189.929,-53.63,
2024.44,189.948,-50.11,
2024.55,189.967,-51.29,
2024.66,189.984,-52.21,
2024.77,190.002,-51.91,
2024.88,190.019,-52.79,
2024.99,190.037,-52.39,
2025.1,190.054,-53.03,
2025.21,190.072,-52.29,
2025.32,190.089,-53.44,
2025.43,190.107,-53.55,
2025.54,190.124,-53.24,
2025.65,190.142,-52.78,
2025.76,190.159,-53.46,
2025.87,190.177,-52.54,
2025.98,190.194,-51.74,
2026.09,190.212,-52.14,
2026.2,190.229,-52.98,
2026.31,190.248,-53.64,
2026.42,190.267,-54.02,
2026.53,190.286,-54.08,
2026.64,190.305,-54.03,
2026.75,190.324,-53.91,
2026.86,190.343,-54.13,
2026.97,190.362,-53.91,
2027.08,190.382,-53.67,
2027.19,190.401,-54.35,
2027.3,190.42,-54.38,
2027.41,190.439,-54.36,
2027.52,190.458,-53.65,
2027.63,190.478,-52.96,
2027.74,190.497,-54.79,
2027.85,190.516,-53.27,
2027.96,190.537,-53.9,
2028.07,190.557,-53.52,
2028.18,190.578,-53.93,
2028.29,190.598,-54.11,
2028.4,190.619,-54.34,
2028.51,190.64,-54.63,
2028.62,190.661,-55.13,
2028.73,190.681,-54.18,
2028.84,190.702,-53.97,
2028.95,190.723,-54.8,
2029.06,190.744,-54.07,
2029.17,190.764,-54.64,
2029.28,190.785,-54.33,
2029.39,190.805,-54.59,
2029.5,190.826,-54.55,
2029.61,190.848,-54.85,
2029.72,190.869,-54.82,
2029.83,190.891,-53.98,
2029.94,190.912,-53.32,
2030.05,190.934,-54.31,
2030.16,190.955,-55.24,
2030.27,190.977,-54.94,
2030.38,190.998,-54.12,
2030.49,191.02,-54.18,
2030.6,191.041,-54.61,
2030.71,191.063,-53.83,
2030.82,191.084,-53.95,
2030.93,191.106,-54.84,
2031.04,191.127,-53.18,
2031.15,191.149,-54.5,
2031.26,191.17,-54.21,
2031.37,191.19,-53.64,
2031.48,191.211,-54.1,
2031.59,191.231,-54.71,
2031.7,191.252,-54.98,
2031.81,191.273,-53.97,
2031.92,191.293,-54.7,
2032.03,191.314,-54.93,
2032.14,191.334,-54.61,
2032.25,191.355,-54.37,
2032.36,191.376,-54.6,
2032.47,191.397,-54.25,
2032.58,191.417,-54.4,
2032.69,191.438,-55.61,
2032.8,191.459,-55.45,
2032.91,191.481,-54.45,
2033.02,191.503,-54.42,
2033.13,191.525,-54.5,
2033.24,191.547,-56.13,
2033.35,191.569,-54.53,
2033.46,191.591,-54.73,
2033.57,191.613,-54.91,
2033.68,191.635,-54.12,
2033.79,191.657,-54.93,
2033.9,191.679,-54.57,
2034.01,191.701,-53.68,
2034.12,191.723,-54.32,
2034.23,191.745,-55.35,
2034.34,191.767,-55.36,
2034.45,191.789,-54.57,
2034.56,191.812,-54.63,
2034.67,191.835,-54.54,
2034.78,191.857,-54.61,
2034.89,191.88,-54.73,
2035,191.903,-54.74,
2035.11,191.926,-55.23,
2035.22,191.949,-55.25,
2035.33,191.971,-55.16,
2035.44,191.994,-55.83,
2035.55,192.017,-55.36,
2035.66,192.04,-54.99,
2035.77,192.062,-55.13,
2035.88,192.085,-53.17,
2035.99,192.107,-55.08,
2036.1,192.13,-54.12,
2036.21,192.153,-55.18,
2036.32,192.175,-53.76,
2036.43,192.198,-53.82,
2036.54,192.22,-55.69,
2036.65,192.243,-55.71,
2036.76,192.265,-55.51,
2036.87,192.288,-55.59,
2036.98,192.31,-55.13,
2037.09,192.333,-55.4,
2037.2,192.355,-54.64,
2037.31,192.378,-55.58,
2037.42,192.4,-56.06,
2037.53,192.423,-55.7,
2037.64,192.445,-56.33,
2037.75,192.468,-56.2,
2037.86,192.493,-56.06,
2037.97,192.518,-56.1,
2038.08,192.542,-56.14,
2038.19,192.567,-55.84,
2038.3,192.592,-55.59,
2038.41,192.617,-55.61,
2038.52,192.641,-55.97,
2038.63,192.666,-55.15,
2038.74,192.69,-54.88,
2038.85,192.715,-55.11,
2038.96,192.74,-55.2,
2039.07,192.765,,
2039.18,192.789,-56.29,
2039.29,192.814,-55.95,
2039.4,192.839,-56.03,
2039.51,192.863,-55.82,
2039.62,192.887,-55.47,
2039.73,192.912,-54.88,
2039.84,192.936,-54.94,
2039.95,192.96,-54.6,
2040.06,192.984,-55.64,
2040.17,193.008,-55.3,
2040.28,193.033,-55.28,
2040.39,193.057,-54.83,
2040.5,193.081,-55.02,
2040.61,193.105,-55.49,
2040.72,193.129,-50.35,
2040.83,193.154,-54.84,
2040.94,193.178,-55.49,
2041.05,193.202,-55.45,
2041.16,193.225,-55.28,
2041.27,193.249,-54.69,
2041.38,193.272,-54.87,
2041.49,193.296,-54.75,
2041.6,193.319,-54.62,
2041.71,193.342,-54.89,
2041.82,193.366,-55.55,
2041.93,193.389,-54.9,
2042.04,193.413,-55.11,
2042.15,193.436,-54.77,
2042.26,193.459,-55.1,
2042.37,193.483,-54.67,
2042.48,193.506,-52.74,
2042.59,193.53,-55.31,
2042.7,193.553,-54.86,
2042.81,193.575,-54.76,
2042.92,193.598,-54.63,
2043.03,193.62,-54.84,
2043.14,193.643,-54.73,
2043.25,193.665,-55.48,
2043.36,193.687,-54.85,
2043.47,193.709,-53.1,
2043.58,193.732,-55.11,
2043.69,193.754,-53.18,
2043.8,193.776,-54.33,
2043.91,193.798,-54.19,
2044.02,193.82,-55.13,
2044.13,193.843,-54.2,
2044.24,193.865,-54.11,
2044.35,193.887,-54.11,
2044.46,193.907,-53.57,
2044.57,193.927,-53.14,
2044.68,193.946,-53.04,
2044.79,193.966,-53.21,
2044.9,193.986,-53.92,
2045.01,194.006,-52.99,
2045.12,194.026,-53.81,
2045.23,194.046,-54.05,
2045.34,194.066,-53.13,
2045.45,194.086,-54.48,
2045.56,194.106,-54.29,
2045.67,194.126,-53.54,
2045.78,194.146,-53.97,
2045.89,194.166,-52.96,
2046,194.186,-53.31,
2046.11,194.207,-53.24,
2046.22,194.227,-53.62,
2046.33,194.248,-53.72,
2046.44,194.268,-53.15,
2046.55,194.289,-53.99,
2046.66,194.31,-54.12,
2046.77,194.33,-54.92,
2046.88,194.351,-55.48,
2046.99,194.371,-55,
2047.1,194.392,-54.8,
2047.21,194.413,-54.27,
2047.32,194.433,-54.95,
2047.43,194.454,-54.92,
2047.54,194.474,-53.76,
2047.65,194.495,-53.99,
2047.76,194.518,-54.45,
2047.87,194.541,-54.96,
2047.98,194.563,-55.14,
2048.09,194.586,-55.42,
2048.2,194.609,-55.3,
2048.31,194.632,-54.86,
2048.42,194.655,-54.89,
2048.53,194.678,-55.11,
2048.64,194.701,-54.5,
2048.75,194.724,-54.09,
2048.86,194.747,-55.18,
2048.97,194.77,-54.54,
2049.08,194.792,-53.21,
2049.19,194.815,-54.53,
2049.3,194.838,-54.87,
2049.41,194.86,-53.86,
2049.52,194.883,-53.38,
2049.63,194.905,-54.31,
2049.74,194.928,-54.45,
2049.85,194.95,-54.3,
2049.96,194.973,-53.99,
2050.07,194.995,-54.65,
2050.18,195.018,-55,
2050.29,195.04,-55.27,
2050.4,195.063,-56.06,
2050.51,195.085,-56.21,
2050.62,195.108,-55.58,
2050.73,195.13,-55.02,
2050.84,195.153,-55.62,
2050.95,195.175,-56.05,
2051.06,195.2,,
2051.17,195.224,-55.34,
2051.28,195.249,-54.7,
2051.39,195.273,-55.37,
2051.5,195.298,-55.39,
2051.61,195.323,-54.97,
2051.72,195.348,-55.85,
2051.83,195.372,-54.93,
2051.94,195.397,-54.2,
2052.05,195.422,-55.1,
2052.16,195.447,-55.64,
2052.27,195.471,-55.28,
2052.38,195.496,-54.45,
2052.49,195.52,-54.76,
2052.6,195.545,-55.75,
2052.71,195.569,-55.78,
2052.82,195.593,-54.76,
2052.93,195.618,-55.27,
2053.04,195.642,-54.71,
2053.15,195.666,-55.44,
2053.26,195.69,-54.27,
2053.37,195.715,-55.8,
2053.48,195.739,-54.83,
2053.59,195.764,-54.7,
2053.7,195.788,-54.98,
2053.81,195.812,-55.09,
2053.92,195.836,-55.52,
2054.03,195.861,-55.43,
2054.14,195.885,-55.44,
2054.25,195.909,-55.85,
2054.36,195.934,-55.39,
2054.47,195.958,-53.85,
2054.58,195.983,-54.09,
2054.69,196.007,-55.23,
2054.8,196.032,-55.03,
2054.91,196.057,-55.4,
2055.02,196.081,-54.79,
2055.13,196.106,-54.75,
2055.24,196.13,-55.53,
2055.35,196.155,-55.95,
2055.46,196.18,-55.09,
2055.57,196.204,-54.56,
2055.68,196.229,-54.95,
2055.79,196.253,-55.19,
2055.9,196.278,-54.19,
2056.01,196.302,-54.01,
2056.12,196.325,-54.58,
2056.23,196.349,-54.95,
2056.34,196.372,-55.02,
2056.45,196.396,-55.03,
2056.56,196.42,-54.94,
2056.67,196.444,-54.3,
2056.78,196.467,-54.92,
2056.89,196.491,-54.79,
2057,196.515,-54.66,
2057.11,196.539,-54.44,
2057.22,196.563,-54.95,
2057.33,196.586,-54.16,
2057.44,196.61,-54.11,
2057.55,196.634,-54.11,
2057.66,196.657,-55.85,
2057.77,196.681,-54.81,
2057.88,196.704,-54.43,
2057.99,196.728,-55.49,
2058.1,196.751,-54.99,
2058.21,196.774,-54.94,
2058.32,196.798,-54.08,
2058.43,196.821,-54.36,
2058.54,196.845,-54.22,
2058.65,196.868,-53.65,
2058.76,196.891,-53.64,
2058.87,196.915,-54.4,
2058.98,196.938,-54.21,
2059.09,196.962,-54.17,
2059.2,196.985,-53.05,
2059.31,197.007,-54.47,
2059.42,197.029,-55.18,
2059.53,197.051,-54.14,
2059.64,197.073,-54.04,
2059.75,197.095,-53.49,
2059.86,197.117,-53.77,
2059.97,197.139,-53.87,
2060.08,197.161,-53.8,
2060.19,197.183,-53.57,
2060.3,197.205,-54.82,
2060.41,197.227,-54.01,
2060.52,197.249,-54.68,
2060.63,197.271,-55.19,
2060.74,197.293,-54.41,
2060.85,197.315,-53.68,
2060.96,197.336,-54.04,
2061.07,197.356,-54.3,
2061.18,197.377,-55.02,
2061.29,197.397,-53.78,
2061.4,197.418,-54.18,
2061.51,197.439,-52.84,
2061.62,197.46,-53.93,
2061.73,197.48,-53.61,
2061.84,197.501,-54.44,
2061.95,197.522,-53.38,
2062.06,197.543,-52.88,
2062.17,197.563,-54.11,
2062.28,197.584,-55.33,
2062.39,197.604,-53.95,
2062.5,197.625,-54.2,
2062.61,197.647,-53.86,
2062.72,197.669,-53.57,
2062.83,197.691,-54.55,
2062.94,197.713,-53.92,
2063.05,197.735,-53.91,
2063.16,197.757,-54.14,
2063.27,197.779,-54.89,
2063.38,197.8,-53.43,
2063.49,197.822,-53.74,
2063.6,197.844,-54.29,
2063.71,197.866,-52.98,
2063.82,197.888,-52.85,
2063.93,197.91,-53,
2064.04,197.932,-53.54,
2064.15,197.954,-53.25,
2064.26,197.975,-53.22,
2064.37,197.996,-54.24,
2064.48,198.017,-54.5,
2064.59,198.038,-54.34,
2064.7,198.059,-53.92,
2064.81,198.08,-53.87,
2064.92,198.101,-53.91,
2065.03,198.122,-53.96,
2065.14,198.143,-53.62,
2065.25,198.164,-53.31,
2065.36,198.185,-53.13,
2065.47,198.206,-54.07,
2065.58,198.227,-54.57,
2065.69,198.248,-54.38,
2065.8,198.269,-54.07,
2065.91,198.29,-54.33,
2066.02,198.311,-53.73,
2066.13,198.331,-53.29,
2066.24,198.352,-53.3,
2066.35,198.373,-53.37,
2066.46,198.394,-53.75,
2066.57,198.415,-54.22,
2066.68,198.436,-54.83,
2066.79,198.457,-53.97,
2066.9,198.478,-53.29,
2067.01,198.499,-53.85,
2067.12,198.52,-53.91,
2067.23,198.54,-54.04,
2067.34,198.561,-53.78,
2067.45,198.582,-53.12,
2067.56,198.603,-52.59,
2067.67,198.624,-54,
2067.78,198.645,-53.62,
2067.89,198.666,-53.61,
2068,198.687,-53.94,
2068.11,198.708,-53.44,
2068.22,198.729,-53.26,
2068.33,198.749,-53.52,
2068.44,198.77,-53.06,
2068.55,198.791,-53.24,
2068.66,198.812,-53.33,
2068.77,198.833,-53.53,
2068.88,198.854,-53.44,
2068.99,198.875,-53.36,
2069.1,198.896,-52.61,
2069.21,198.916,-52.51,
2069.32,198.935,-53.81,
2069.43,198.955,-53.02,
2069.54,198.974,-53.32,
2069.65,198.994,-52.68,
2069.76,199.014,-53.49,
2069.87,199.034,-52.66,
2069.98,199.053,-52.58,
2070.09,199.073,-52.54,
2070.2,199.093,-53.12,
2070.31,199.113,-53.49,
2070.42,199.132,-53.17,
2070.53,199.152,-53.31,
2070.64,199.171,-52.34,
2070.75,199.191,-52.65,
2070.86,199.21,-53.88,
2070.97,199.23,-52.81,
2071.08,199.249,-53.34,
2071.19,199.269,-52.67,
2071.3,199.288,-53.25,
