depth_m,age_ka,d18O,dD
2071.41,199.308,-53.59,
2071.52,199.327,-52.87,
2071.63,199.347,-52.3,
2071.74,199.366,-52.18,
2071.85,199.386,-54.08,
2071.96,199.405,-53.19,
2072.07,199.425,-54.03,
2072.18,199.444,-52.14,
2072.29,199.464,-52.35,
2072.4,199.483,-51.84,
2072.51,199.501,-53.31,
2072.62,199.52,-51.69,
2072.73,199.538,-51.19,
2072.84,199.557,-52.86,
2072.95,199.575,-53.17,
2073.06,199.593,-53.53,
2073.17,199.611,-52.68,
2073.28,199.63,-52.22,
2073.39,199.648,-53.47,
2073.5,199.666,-52.29,
2073.61,199.684,-51.39,
2073.72,199.702,-52.34,
2073.83,199.721,-53.74,
2073.94,199.739,-53.21,
2074.05,199.757,-53.34,
2074.16,199.775,-53.46,
2074.27,199.794,-52.89,
2074.38,199.812,-50.89,
2074.49,199.831,-52.55,
2074.6,199.849,-53.47,
2074.71,199.867,-50.99,
2074.82,199.886,-52.88,
2074.93,199.904,-53.07,
2075.04,199.923,-51.95,
2075.15,199.941,-52.65,
2075.26,199.959,-52,
2075.37,199.978,-52.14,
2075.48,199.996,-52.39,
2075.59,200.015,-51.74,
2075.7,200.033,-52.06,
2075.81,200.051,-52.59,
2075.92,200.069,-52.98,
2076.03,200.088,-51.57,
2076.14,200.106,-52.02,
2076.25,200.124,-52.52,
2076.36,200.142,-53,
2076.47,200.16,-53.26,
2076.58,200.179,-52.28,
2076.69,200.197,-53.18,
2076.8,200.215,-53.45,
2076.91,200.233,-52.42,
2077.02,200.251,-50.9,
2077.13,200.27,-52.73,
2077.24,200.288,-53.4,
2077.35,200.306,-53.14,
2077.46,200.324,-52.18,
2077.57,200.341,-52.6,
2077.68,200.359,-53.04,
2077.79,200.376,-53.1,
2077.9,200.394,-51.92,
2078.01,200.412,-52.64,
2078.12,200.43,-51.35,
2078.23,200.447,-50.85,
2078.34,200.465,-51.8,
2078.45,200.483,-51.85,
2078.56,200.501,-50.52,
2078.67,200.518,-52.49,
2078.78,200.536,-52.13,
2078.89,200.553,-52.14,
2079,200.571,-51.01,
2079.11,200.588,-51.14,
2079.22,200.605,-52.69,
2079.33,200.623,-52.14,
2079.44,200.64,-51.53,
2079.55,200.657,-53.03,
2079.66,200.674,-53.2,
2079.77,200.691,-52.18,
2079.88,200.709,-52.14,
2079.99,200.726,-52.17,
2080.1,200.743,-52.43,
2080.21,200.76,-52.41,
2080.32,200.778,-53.19,
2080.43,200.795,-52.41,
2080.54,200.813,-51.95,
2080.65,200.83,-51.63,
2080.76,200.848,-51.57,
2080.87,200.865,-52.15,
2080.98,200.883,-51.58,
2081.09,200.9,-53.19,
2081.2,200.918,-52.28,
2081.31,200.936,-51.23,
2081.42,200.953,-52.38,
2081.53,200.971,-53.31,
2081.64,200.988,-52.77,
2081.75,201.006,-51.62,
2081.86,201.024,-51.11,
2081.97,201.042,-52.2,
2082.08,201.059,-53.04,
2082.19,201.077,-52.22,
2082.3,201.095,-52.63,
2082.41,201.113,-51.37,
2082.52,201.13,-51.02,
2082.63,201.148,-52.05,
2082.74,201.165,-51.85,
2082.85,201.183,-52.86,
2082.96,201.201,-53.29,
2083.07,201.218,-52.93,
2083.18,201.236,-51.72,
2083.29,201.253,-51.41,
2083.4,201.271,-51.63,
2083.51,201.289,-51.93,
2083.62,201.306,-53,
2083.73,201.324,-52.21,
2083.84,201.341,-51.38,
2083.95,201.359,-51.98,
2084.06,201.377,-52.59,
2084.17,201.395,-52.02,
2084.28,201.412,-51.65,
2084.39,201.43,-52.62,
2084.5,201.448,-51.7,
2084.61,201.466,-52.44,
2084.72,201.484,-53.03,
2084.83,201.502,-52.16,
2084.94,201.52,-51.49,
2085.05,201.538,-52.17,
2085.16,201.556,-52.57,
2085.27,201.574,-52.27,
2085.38,201.591,-51.89,
2085.49,201.609,-52.63,
2085.6,201.627,-52.53,
2085.71,201.644,-51.01,
2085.82,201.661,-51.48,
2085.93,201.678,-51.7,
2086.04,201.695,-51.74,
2086.15,201.712,-51.53,
2086.26,201.729,-50.53,
2086.37,201.746,-51.65,
2086.48,201.764,-52.31,
2086.59,201.781,-52.58,
2086.7,201.798,-51.26,
2086.81,201.815,-51.07,
2086.92,201.832,-51.89,
2087.03,201.85,-51.52,
2087.14,201.867,-51.83,
2087.25,201.884,-52.61,
2087.36,201.901,-52.73,
2087.47,201.918,-51.22,
2087.58,201.936,-51.58,
2087.69,201.953,-52.29,
2087.8,201.97,-52.56,
2087.91,201.987,-52.22,
2088.02,202.004,-52.53,
2088.13,202.022,-51.39,
2088.24,202.039,-50.07,
2088.35,202.056,-51.95,
2088.46,202.073,-51.79,
2088.57,202.091,-51.69,
2088.68,202.108,-53.1,
2088.79,202.126,-52.24,
2088.9,202.143,-52.8,
2089.01,202.161,-52.19,
2089.12,202.179,-52.17,
2089.23,202.198,-52.03,
2089.34,202.216,-52.61,
2089.45,202.234,-51.75,
2089.56,202.252,-51.51,
2089.67,202.27,-51.87,
2089.78,202.289,-52.16,
2089.89,202.307,-52.09,
2090,202.325,-51.92,
2090.11,202.343,-51.53,
2090.22,202.361,-52.08,
2090.33,202.38,-52.92,
2090.44,202.398,-52.45,
2090.55,202.416,-51.91,
2090.66,202.434,-53.35,
2090.77,202.452,-52.6,
2090.88,202.469,-51.76,
2090.99,202.487,-51.05,
2091.1,202.505,-51.8,
2091.21,202.523,-50.99,
2091.32,202.541,-51.22,
2091.43,202.558,-51.5,
2091.54,202.576,-52.83,
2091.65,202.594,-51.18,
2091.76,202.612,-51.47,
2091.87,202.629,-52.95,
2091.98,202.647,-51.66,
2092.09,202.664,-51.4,
2092.2,202.682,-52.5,
2092.31,202.7,-52.21,
2092.42,202.718,-51.58,
2092.53,202.735,-52.4,
2092.64,202.753,-51.98,
2092.75,202.771,-51.95,
2092.86,202.789,-51.35,
2092.97,202.806,-52.59,
2093.08,202.824,-53.3,
2093.19,202.841,-52.18,
2093.3,202.859,-50.81,
2093.41,202.877,-52.48,
2093.52,202.895,-52.53,
2093.63,202.912,-51.34,
2093.74,202.93,-51.93,
2093.85,202.948,-52.14,
2093.96,202.966,-52.23,
2094.07,202.984,-51.29,
2094.18,203.001,-51.03,
2094.29,203.019,-50.49,
2094.4,203.037,-51.84,
2094.51,203.055,-52.42,
2094.62,203.073,-51.85,
2094.73,203.091,-53.35,
2094.84,203.109,-52.47,
2094.95,203.127,-52.87,
2095.06,203.145,-52.41,
2095.17,203.163,-52.23,
2095.28,203.18,-52.05,
2095.39,203.198,-50.84,
2095.5,203.216,-52.48,
2095.61,203.234,-51.92,
2095.72,203.251,-51.65,
2095.83,203.269,-50.65,
2095.94,203.286,-53.23,
2096.05,203.304,-51.89,
2096.16,203.322,-52.47,
2096.27,203.34,-51.98,
2096.38,203.357,-51.08,
2096.49,203.375,-51.07,
2096.6,203.393,-52.41,
2096.71,203.411,-52.02,
2096.82,203.428,-50.63,
2096.93,203.446,-51.48,
2097.04,203.463,-52.29,
2097.15,203.481,-52.26,
2097.26,203.499,-51.37,
2097.37,203.517,-52.43,
2097.48,203.536,-52.64,
2097.59,203.554,-52.65,
2097.7,203.572,-52.51,
2097.81,203.59,-51.72,
2097.92,203.608,-51.88,
2098.03,203.626,-52.5,
2098.14,203.644,-52.84,
2098.25,203.662,-53.33,
2098.36,203.68,-53.15,
2098.47,203.698,-51.51,
2098.58,203.717,-52.45,
2098.69,203.735,-52.91,
2098.8,203.753,-53.19,
2098.91,203.772,-53.16,
2099.02,203.792,-53.15,
2099.13,203.811,-52.65,
2099.24,203.831,-52.2,
2099.35,203.85,-52.53,
2099.46,203.869,-51.5,
2099.57,203.889,-52.46,
2099.68,203.908,-53.53,
2099.79,203.928,-52.36,
2099.9,203.947,-52.32,
2100.01,203.966,-53.07,
2100.12,203.986,-52.44,
2100.23,204.005,-53.44,
2100.34,204.025,-53.08,
2100.45,204.044,-53.64,
2100.56,204.065,-53.04,
2100.67,204.086,-52.79,
2100.78,204.106,-52.87,
2100.89,204.127,-53.08,
2101,204.148,-53.61,
2101.11,204.169,-54.11,
2101.22,204.19,-53.94,
2101.33,204.21,-52.13,
2101.44,204.231,-52.61,
2101.55,204.252,-52.04,
2101.66,204.273,-53.57,
2101.77,204.294,-51.78,
2101.88,204.314,-52.8,
2101.99,204.335,-52.29,
2102.1,204.356,-53.03,
2102.21,204.377,-52.7,
2102.32,204.398,-53.15,
2102.43,204.418,-53.2,
2102.54,204.439,-53.37,
2102.65,204.46,-53.35,
2102.76,204.481,-52.84,
2102.87,204.502,-53.76,
2102.98,204.522,-54.07,
2103.09,204.543,-53.81,
2103.2,204.564,-53.51,
2103.31,204.585,-53.15,
2103.42,204.606,-53.16,
2103.53,204.627,-54.46,
2103.64,204.648,-53.25,
2103.75,204.669,-52.88,
2103.86,204.691,-51.46,
2103.97,204.712,-53.76,
2104.08,204.734,-53.36,
2104.19,204.755,-53.07,
2104.3,204.777,-53.19,
2104.41,204.799,-53.19,
2104.52,204.821,-53.61,
2104.63,204.842,-53.68,
2104.74,204.864,-53.75,
2104.85,204.886,-54.8,
2104.96,204.908,-54.37,
2105.07,204.93,-53.73,
2105.18,204.951,-54.03,
2105.29,204.973,-54.41,
2105.4,204.995,-54.26,
2105.51,205.018,-54.34,
2105.62,205.041,-54.25,
2105.73,205.063,-53.61,
2105.84,205.086,-53.44,
2105.95,205.109,-52.93,
2106.06,205.132,-53.65,
2106.17,205.155,-53.12,
2106.28,205.177,-52.76,
2106.39,205.2,-53.21,
2106.5,205.223,-54.2,
2106.61,205.246,-53.51,
2106.72,205.269,-54.38,
2106.83,205.291,-54.23,
2106.94,205.314,-54.08,
2107.05,205.337,-53.79,
2107.16,205.36,-52.13,
2107.27,205.383,-53.95,
2107.38,205.405,-53.77,
2107.49,205.428,-53.6,
2107.6,205.451,-53.23,
2107.71,205.474,-53.03,
2107.82,205.497,-53.77,
2107.93,205.519,-54.28,
2108.04,205.542,-54.35,
2108.15,205.565,-54,
2108.26,205.588,-53.82,
2108.37,205.611,-53.84,
2108.48,205.634,-53.46,
2108.59,205.657,-54.15,
2108.7,205.68,-54.67,
2108.81,205.702,-53.47,
2108.92,205.725,-53.21,
2109.03,205.747,-53.43,
2109.14,205.77,-53.51,
2109.25,205.792,-53.61,
2109.36,205.815,-53.08,
2109.47,205.837,-52.9,
2109.58,205.86,-53.42,
2109.69,205.882,-53.76,
2109.8,205.905,-54.16,
2109.91,205.928,-54.21,
2110.02,205.95,-54.15,
2110.13,205.973,-53,
2110.24,205.995,-53.79,
2110.35,206.018,-54.05,
2110.46,206.041,-53.89,
2110.57,206.064,-54,
2110.68,206.086,-54.12,
2110.79,206.109,-53.86,
2110.9,206.132,-54.37,
2111.01,206.155,-53.24,
2111.12,206.178,-52.6,
2111.23,206.2,-53.36,
2111.34,206.223,-53.19,
2111.45,206.246,-53.64,
2111.56,206.269,-54.23,
2111.67,206.292,-53.77,
2111.78,206.314,-53.39,
2111.89,206.337,-53.55,
2112,206.36,-53.14,
2112.11,206.381,-53.61,
2112.22,206.403,-53.06,
2112.33,206.424,-52.62,
2112.44,206.446,-53.43,
2112.55,206.467,-53.05,
2112.66,206.489,-52.55,
2112.77,206.51,-52.36,
2112.88,206.532,-53.06,
2112.99,206.553,-53.28,
2113.1,206.575,-52.57,
2113.21,206.596,-54.07,
2113.32,206.618,-53.62,
2113.43,206.639,-52.67,
2113.54,206.661,-53.29,
2113.65,206.682,-51.8,
2113.76,206.704,-53.22,
2113.87,206.725,-54.06,
2113.98,206.747,-54.13,
2114.09,206.768,-52.92,
2114.2,206.79,-54.28,
2114.31,206.812,-53.66,
2114.42,206.834,-53.52,
2114.53,206.855,-52.31,
2114.64,206.877,-53.74,
2114.75,206.899,-53.66,
2114.86,206.921,-53.89,
2114.97,206.942,-52.94,
2115.08,206.964,-52.36,
2115.19,206.985,-52.96,
2115.3,207.007,-52.19,
2115.41,207.028,-54.18,
2115.52,207.048,-52.99,
2115.63,207.069,-51.68,
2115.74,207.089,-52.59,
2115.85,207.11,-51.56,
2115.96,207.13,-51.72,
2116.07,207.151,-53.11,
2116.18,207.171,-53.14,
2116.29,207.192,-52.63,
2116.4,207.212,-53.27,
2116.51,207.232,-53.53,
2116.62,207.253,-53.41,
2116.73,207.273,-52.57,
2116.84,207.294,-52.34,
2116.95,207.314,-52.59,
2117.06,207.334,-53.2,
2117.17,207.354,-52.43,
2117.28,207.373,-53.04,
2117.39,207.393,-52.9,
2117.5,207.413,-53.08,
2117.61,207.433,-52.44,
2117.72,207.453,-52.38,
2117.83,207.473,-51.09,
2117.94,207.493,-52.42,
2118.05,207.513,-53.74,
2118.16,207.533,-54.25,
2118.27,207.553,-52.74,
2118.38,207.572,-53.03,
2118.49,207.592,-52.97,
2118.6,207.612,-52.88,
2118.71,207.632,-52.28,
2118.82,207.652,-52.93,
2118.93,207.673,-52.82,
2119.04,207.693,-52.24,
2119.15,207.713,-52.94,
2119.26,207.733,-53.03,
2119.37,207.753,-51.25,
2119.48,207.773,-52.51,
2119.59,207.793,-52.89,
2119.7,207.813,-53.27,
2119.81,207.833,-53.5,
2119.92,207.853,-52.73,
2120.03,207.874,-53.17,
2120.14,207.894,-52.96,
2120.25,207.914,-52.48,
2120.36,207.934,-53.61,
2120.47,207.954,-53.21,
2120.58,207.975,-52.6,
2120.69,207.995,-52.74,
2120.8,208.015,-52.83,
2120.91,208.035,-53.25,
2121.02,208.056,-52.45,
2121.13,208.076,-52.24,
2121.24,208.097,-51.29,
2121.35,208.117,-54.03,
2121.46,208.137,-51.51,
2121.57,208.158,-51.17,
2121.68,208.178,-50.87,
2121.79,208.199,-51.33,
2121.9,208.219,-52.19,
2122.01,208.239,-53.07,
2122.12,208.258,-51.68,
2122.23,208.278,-51.9,
2122.34,208.297,-52.04,
2122.45,208.317,-53.53,
2122.56,208.336,-52.37,
2122.67,208.356,-52.68,
2122.78,208.375,-51.59,
2122.89,208.395,-52.58,
2123,208.414,-52.33,
2123.11,208.434,-52.31,
2123.22,208.453,-51.84,
2123.33,208.473,-50.79,
2123.44,208.492,-51.12,
2123.55,208.512,-52.58,
2123.66,208.531,-52.97,
2123.77,208.551,-52.93,
2123.88,208.57,-53,
2123.99,208.59,-50.83,
2124.1,208.609,-52.9,
2124.21,208.628,-52.68,
2124.32,208.648,-53.15,
2124.43,208.667,-53.78,
2124.54,208.687,-52.7,
2124.65,208.706,-52.38,
2124.76,208.725,-52.29,
2124.87,208.745,-52.24,
2124.98,208.764,-51.94,
2125.09,208.784,-52.99,
2125.2,208.803,-52.32,
2125.31,208.823,-52.9,
2125.42,208.843,-53.52,
2125.53,208.863,-53.92,
2125.64,208.883,-52.71,
2125.75,208.903,-52.66,
2125.86,208.923,-52.94,
2125.97,208.943,-52.94,
2126.08,208.962,-51.48,
2126.19,208.982,-52.69,
2126.3,209.002,-52.23,
2126.41,209.022,-52.06,
2126.52,209.042,-52.48,
2126.63,209.062,-52.41,
2126.74,209.082,-53.31,
2126.85,209.102,-51.66,
2126.96,209.121,-52.43,
2127.07,209.141,-52.3,
2127.18,209.16,-52.39,
2127.29,209.18,-52.63,
2127.4,209.199,-52.1,
2127.51,209.219,-51.8,
2127.62,209.238,-53.06,
2127.73,209.258,-53.4,
2127.84,209.277,-53.25,
2127.95,209.297,-52.93,
2128.06,209.317,-52.96,
2128.17,209.336,-52.78,
2128.28,209.356,-52.32,
2128.39,209.375,-53.03,
2128.5,209.395,-52.11,
2128.61,209.415,-51.77,
2128.72,209.434,-51.25,
2128.83,209.454,-53.16,
2128.94,209.473,-52.01,
2129.05,209.493,-52.75,
2129.16,209.513,-51.91,
2129.27,209.532,-53.58,
2129.38,209.552,-53.55,
2129.49,209.571,-52.18,
2129.6,209.591,-51.42,
2129.71,209.61,-51.21,
2129.82,209.63,-52.42,
2129.93,209.649,-51.82,
2130.04,209.669,-52.6,
2130.15,209.688,-52.02,
2130.26,209.706,-50.58,
2130.37,209.725,-52.86,
2130.48,209.743,-52.4,
2130.59,209.762,-52.66,
2130.7,209.78,-51.97,
2130.81,209.798,-52.33,
2130.92,209.816,-52.22,
2131.03,209.835,-51.36,
2131.14,209.853,-51.81,
2131.25,209.871,-52.28,
2131.36,209.889,-52.33,
2131.47,209.907,-51.94,
2131.58,209.926,-52.52,
2131.69,209.944,-52.82,
2131.8,209.962,-52.68,
2131.91,209.981,-51.91,
2132.02,210,-51.48,
2132.13,210.018,-51.71,
2132.24,210.037,-51.79,
2132.35,210.056,-53.12,
2132.46,210.075,-52.42,
2132.57,210.094,-51.68,
2132.68,210.112,-51.74,
2132.79,210.131,-52.2,
2132.9,210.15,-51.9,
2133.01,210.169,-52.03,
2133.12,210.188,-52.13,
2133.23,210.206,-51.24,
2133.34,210.225,-52.29,
2133.45,210.244,-52.83,
2133.56,210.263,-52.5,
2133.67,210.281,-52.48,
2133.78,210.3,-52.26,
2133.89,210.318,-51.81,
2134,210.337,-52.51,
2134.11,210.356,-51.02,
2134.22,210.374,-51.68,
2134.33,210.393,-52.01,
2134.44,210.411,-53.02,
2134.55,210.43,-53.24,
2134.66,210.449,-52.9,
2134.77,210.468,-51.34,
2134.88,210.486,-52.56,
2134.99,210.505,-52.34,
2135.1,210.524,-52.58,
2135.21,210.542,-53.21,
2135.32,210.56,-52.04,
2135.43,210.578,-52.36,
2135.54,210.596,-50.64,
2135.65,210.614,-51.36,
2135.76,210.632,-51.88,
2135.87,210.65,-52.37,
2135.98,210.668,-50.94,
2136.09,210.686,-51.09,
2136.2,210.704,-51.8,
2136.31,210.722,-51.46,
2136.42,210.74,-51.64,
2136.53,210.759,-52.11,
2136.64,210.777,-52.75,
2136.75,210.795,-52.48,
2136.86,210.813,-51.57,
2136.97,210.831,-52.28,
2137.08,210.848,-51.89,
2137.19,210.866,-53.14,
2137.3,210.884,-52.33,
2137.41,210.902,-51.49,
2137.52,210.92,-51.56,
2137.63,210.938,-51.54,
2137.74,210.956,-52.08,
2137.85,210.974,-50.45,
2137.96,210.992,-52.27,
2138.07,211.01,-52.37,
2138.18,211.028,-51.63,
2138.29,211.046,-50.49,
2138.4,211.064,-50.06,
2138.51,211.082,-51.24,
2138.62,211.1,-52.83,
2138.73,211.117,-52.41,
2138.84,211.135,-52.21,
2138.95,211.153,-51.62,
2139.06,211.171,-51.44,
2139.17,211.189,-52.26,
2139.28,211.206,-51.1,
2139.39,211.224,-52.19,
2139.5,211.242,-51.3,
2139.61,211.26,-51.84,
2139.72,211.277,-52.76,
2139.83,211.295,-51.81,
2139.94,211.312,-52.27,
2140.05,211.33,-51.78,
2140.16,211.348,-51.94,
2140.27,211.366,-52.36,
2140.38,211.384,-51.91,
2140.49,211.402,-52.62,
2140.6,211.42,-51.65,
2140.71,211.438,-51.01,
2140.82,211.456,-50.78,
2140.93,211.474,-51.84,
2141.04,211.492,-52.73,
2141.15,211.51,-51.55,
2141.26,211.528,,
2141.37,211.546,,
2141.48,211.563,,
2141.59,211.581,,
2141.7,211.599,,
2141.81,211.617,,
2141.92,211.635,,
2142.03,211.652,,
2142.14,211.67,,
2142.25,211.688,,
2142.36,211.706,,
2142.47,211.724,,
2142.58,211.741,,
2142.69,211.759,,
2142.8,211.777,,
2142.91,211.795,,
2143.02,211.813,,
2143.13,211.83,,
2143.24,211.848,,
2143.35,211.866,,
2143.46,211.883,,
2143.57,211.9,,
2143.68,211.917,,
2143.79,211.934,,
2143.9,211.951,,
2144.01,211.968,-51.75,
2144.12,211.985,-51.92,
2144.23,212.003,-50.84,
2144.34,212.02,-50.95,
2144.45,212.037,-51.68,
2144.56,212.054,-50.58,
2144.67,212.071,-51.85,
2144.78,212.088,-52.13,
2144.89,212.105,-51.9,
2145,212.122,-51.01,
2145.11,212.138,-51.35,
2145.22,212.154,-51.37,
2145.33,212.17,-50.32,
2145.44,212.186,-50.02,
2145.55,212.202,-50.64,
2145.66,212.218,-51.24,
2145.77,212.234,-52.01,
2145.88,212.251,-50.78,
2145.99,212.267,-50.88,
2146.1,212.283,-51.87,
2146.21,212.299,-51.53,
2146.32,212.315,-51.01,
2146.43,212.331,-50.98,
2146.54,212.347,-50.7,
2146.65,212.363,-51.33,
2146.76,212.38,-51.28,
2146.87,212.397,-50.8,
2146.98,212.413,-51.54,
2147.09,212.43,-51.69,
2147.2,212.447,-51.74,
2147.31,212.464,-51.16,
2147.42,212.481,-51.61,
2147.53,212.497,-51.13,
2147.64,212.514,-50.94,
2147.75,212.531,-50.12,
2147.86,212.548,-52.21,
2147.97,212.565,-52.56,
2148.08,212.581,-52,
2148.19,212.598,-51.32,
2148.3,212.615,-51.3,
2148.41,212.633,-51.55,
2148.52,212.65,-51.44,
2148.63,212.668,-52.07,
2148.74,212.685,-50.91,
2148.85,212.703,-52.03,
2148.96,212.721,-52.88,
2149.07,212.738,-52.25,
2149.18,212.756,-51.89,
2149.29,212.773,-50.85,
2149.4,212.791,-51.99,
2149.51,212.809,-51.25,
2149.62,212.826,-51.31,
2149.73,212.844,-52.32,
2149.84,212.861,-52.89,
2149.95,212.879,-51.73,
2150.06,212.896,-51.32,
2150.17,212.913,-50.2,
2150.28,212.929,-51.09,
2150.39,212.946,-51.79,
2150.5,212.963,-51.21,
2150.61,212.98,-51.78,
2150.72,212.997,-50.61,
2150.83,213.013,-51.18,
2150.94,213.03,-50.46,
2151.05,213.047,-51.46,
2151.16,213.064,-51,
2151.27,213.081,-51.47,
2151.38,213.097,-52.21,
2151.49,213.114,-52.29,
2151.6,213.131,-51.62,
2151.71,213.148,-50.61,
2151.82,213.165,-52.38,
2151.93,213.183,-52.11,
2152.04,213.2,-51.67,
2152.15,213.217,-52.17,
2152.26,213.234,-50.62,
2152.37,213.252,-49.71,
2152.48,213.269,-51.74,
2152.59,213.287,-51.04,
2152.7,213.304,-52.29,
2152.81,213.321,-51.82,
2152.92,213.338,-50.86,
2153.03,213.356,-51.29,
2153.14,213.373,-51.18,
2153.25,213.39,-50.28,
2153.36,213.407,-51.94,
2153.47,213.425,-52.08,
2153.58,213.442,-51.67,
2153.69,213.46,-51.36,
2153.8,213.477,-52.07,
2153.91,213.494,-51.86,
2154.02,213.511,-51.19,
2154.13,213.529,-51.46,
2154.24,213.546,-51.25,
2154.35,213.563,-52.2,
2154.46,213.58,-52.03,
2154.57,213.598,-51.66,
2154.68,213.615,-52.08,
2154.79,213.633,-51.54,
2154.9,213.65,-52.56,
2155.01,213.667,-51.61,
2155.12,213.684,-51.59,
2155.23,213.702,-51.39,
2155.34,213.719,-50.99,
2155.45,213.736,-51.9,
2155.56,213.753,-51.55,
2155.67,213.77,-52.71,
2155.78,213.788,-52.23,
2155.89,213.805,-51.47,
2156,213.822,-51.88,
2156.11,213.839,-51.09,
2156.22,213.857,-51.23,
2156.33,213.874,-51.26,
2156.44,213.892,-52.7,
2156.55,213.909,-51.85,
2156.66,213.926,-51.27,
2156.77,213.944,-51.73,
2156.88,213.961,-51.62,
2156.99,213.979,-51.42,
2157.1,213.996,-51.41,
2157.21,214.014,-51.75,
2157.32,214.031,-51.78,
2157.43,214.049,-51.85,
2157.54,214.066,-50.72,
2157.65,214.084,-50.79,
2157.76,214.102,-51.44,
2157.87,214.119,-50.3,
2157.98,214.137,-50.81,
2158.09,214.154,-51.49,
2158.2,214.172,-52.37,
2158.31,214.19,-52.51,
2158.42,214.208,-52.39,
2158.53,214.225,-50.78,
2158.64,214.243,-52.31,
2158.75,214.261,-52.54,
2158.86,214.279,-51.48,
2158.97,214.297,-52.09,
2159.08,214.314,-51.8,
2159.19,214.332,-52.13,
2159.3,214.35,-51.42,
2159.41,214.368,-52.22,
2159.52,214.386,-52.38,
2159.63,214.404,-51.91,
2159.74,214.422,-52.12,
2159.85,214.44,-51.92,
2159.96,214.458,-52,
2160.07,214.476,-52.95,
2160.18,214.495,-51.8,
2160.29,214.513,-52.56,
2160.4,214.531,-51.73,
2160.51,214.549,-51.45,
2160.62,214.567,-51.18,
2160.73,214.586,-52.11,
2160.84,214.604,-52.02,
2160.95,214.622,-52.48,
2161.06,214.64,-51.82,
2161.17,214.658,-51.13,
2161.28,214.677,-51.1,
2161.39,214.695,-52.2,
2161.5,214.713,-51.57,
2161.61,214.73,-51.81,
2161.72,214.748,-51.75,
2161.83,214.765,-51.02,
2161.94,214.783,-51.47,
2162.05,214.8,-51.38,
2162.16,214.818,-51.68,
2162.27,214.835,-52.1,
2162.38,214.853,-51.28,
2162.49,214.87,-51.65,
2162.6,214.888,-51.75,
2162.71,214.905,-51.69,
2162.82,214.923,-51.79,
2162.93,214.94,-52.45,
2163.04,214.958,-51.52,
2163.15,214.975,-51.79,
2163.26,214.992,-52.23,
2163.37,215.01,-51.62,
2163.48,215.027,-51.39,
2163.59,215.045,-51.39,
2163.7,215.062,-50.87,
2163.81,215.08,-50.77,
2163.92,215.097,-51.1,
2164.03,215.115,-51.82,
2164.14,215.132,-51.62,
2164.25,215.15,-50.98,
2164.36,215.167,-52.53,
2164.47,215.185,-51.98,
2164.58,215.202,-52.6,
2164.69,215.22,-51.78,
2164.8,215.237,-51.09,
2164.91,215.255,-51.36,
2165.02,215.272,-50.95,
2165.13,215.29,-51.67,
2165.24,215.307,-52.09,
2165.35,215.325,-52.01,
2165.46,215.343,-51.17,
2165.57,215.361,-52.47,
2165.68,215.378,-52.22,
2165.79,215.396,-50.27,
2165.9,215.414,-51.63,
2166.01,215.432,-51.85,
2166.12,215.449,-51.61,
2166.23,215.467,-52.4,
2166.34,215.484,-52.4,
2166.45,215.502,-52.18,
2166.56,215.521,-52.6,
2166.67,215.539,-51.57,
2166.78,215.558,-51.46,
2166.89,215.576,-52.22,
2167,215.595,-52.7,
2167.11,215.614,-52.83,
2167.22,215.632,-52.41,
2167.33,215.651,-51.93,
2167.44,215.669,-52.66,
2167.55,215.688,-51.97,
2167.66,215.707,-51.74,
2167.77,215.725,-50.71,
2167.88,215.744,-52.4,
2167.99,215.762,-52.08,
2168.1,215.781,-51.24,
2168.21,215.798,-50.87,
2168.32,215.815,-50.95,
2168.43,215.833,-51.57,
2168.54,215.85,-51.72,
2168.65,215.867,-52.33,
2168.76,215.884,-50.87,
2168.87,215.901,-51.83,
2168.98,215.918,-51.44,
2169.09,215.935,-52.03,
2169.2,215.952,-51.44,
2169.31,215.969,-51.56,
2169.42,215.986,-52.24,
2169.53,216.004,-51.8,
2169.64,216.021,-51.05,
2169.75,216.038,-53.32,
2169.86,216.056,-51.9,
2169.97,216.074,-51.82,
2170.08,216.091,-51.59,
2170.19,216.109,-52.67,
2170.3,216.127,-52.05,
2170.41,216.145,-51.55,
2170.52,216.163,-51.62,
2170.63,216.18,-51.42,
2170.74,216.198,-51.97,
2170.85,216.216,-51.17,
2170.96,216.234,-51.98,
2171.07,216.252,-51.92,
2171.18,216.269,-51.22,
2171.29,216.287,-52.25,
2171.4,216.305,-52.5,
2171.51,216.323,-51.98,
2171.62,216.341,-51.92,
2171.73,216.358,-51.22,
2171.84,216.376,-52.25,
2171.95,216.394,-52.5,
2172.06,216.412,-52.23,
2172.17,216.43,-51.75,
2172.28,216.447,-51.84,
2172.39,216.465,-51.6,
2172.5,216.483,-52.11,
2172.61,216.501,-51.44,
2172.72,216.519,-50.53,
2172.83,216.536,-51.17,
2172.94,216.554,-52.44,
2173.05,216.572,-52.34,
2173.16,216.589,-52.36,
2173.27,216.606,-51.08,
2173.38,216.624,-51.52,
2173.49,216.641,-52,
2173.6,216.658,-50.92,
2173.71,216.675,-51.65,
2173.82,216.692,-52.67,
2173.93,216.71,-50.9,
2174.04,216.727,-51.35,
2174.15,216.744,-51.89,
2174.26,216.761,-50.27,
2174.37,216.778,-50.89,
2174.48,216.796,-51.5,
2174.59,216.813,-52.24,
2174.7,216.83,-52.23,
2174.81,216.846,-51.13,
